Marine_environment	Environment	stID	tsID	popID	filename	description	citation	URL	total_N	steps	interval_MY	trait_type	log_transformed	taxa	species	microfossil	sampling	age_model	sediment	environment2	period_start	period_end	epoch_start	epoch_end	age_start	age_end	source	publication_year	signature	lat	lon	set
unsure benthic	marine	48	398	48_h	Hunt_et_al_2010_Legitimocythere-253	"Legitimocythere, body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	43	9	19.37	area	yes	ostracod	Legitimocythere	yes	sediment core	NA	unknown	marine	Paleogene	Neogene	Eocene	Miocene	Bartonian	Aquitanian	HuntDB	2010	AR	-24.8775	87.36617	no
unsure benthic	marine	48	397	48_i	Hunt_et_al_2010_Marwickcythereis-A-253	"Marwickythereis, body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	95	14	34.43	area	yes	ostracod	Marwickythereis	yes	sediment core	NA	unknown	marine	Paleogene	Neogene	Eocene	Miocene	Bartonian	Messinian	HuntDB	2010	AR	-24.8775	87.36617	no
benthic	marine	48	396	48_c	Hunt_et_al_2010_Poseidonamicus_anteropunctatus-253	"Poseidonamicus anteropunctatus, body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	57	10	26.305628	area	yes	ostracod	Poseidonamicus_anteropunctatus	yes	sediment core	NA	unknown	marine	Neogene	Quaternary	Miocene	Pliocene	Messinian	Chibanian	HuntDB	2010	AR	-24.8775	87.36617	no
benthic	marine	48	395	48_b	Hunt_et_al_2010_Poseidonamicus_minor-A-253	"Poseidonamicus minor, body size, site 253"	"Hunt, G., S. A. Wicaksono, J. E. Brown, and K. G. Macleod. 2010. Climate-driven body-size trends in the ostracod fauna of the deep Indian Ocean. Palaeontology 53:1255-1268."	https://doi.org/10.1111/j.1475-4983.2010.01007.x	20	6	5.37	area	yes	ostracod	Poseidonamicus_minor	yes	sediment core	NA	unknown	marine	Neogene	Quaternary	Miocene	Pliocene	Messinian	Chibanian	HuntDB	2010	AR	-24.8775	87.36617	no
planktic	marine	49	394	49_a	Hodell_and_Vayavananda_1993_Fohsella_area	"Globorotalia fohsella, area, DSDP site 289"	"Hodell, D. A., and A. Vayavananda. 1993. Middle Miocene paleoceanography of the western equatorial Pacific (DSDP site 289) and the evolution of Globorotalia (Fohsella). Marine Micropaleontology 22:279-310."	https://doi.org/10.1016/0377-8398(93)90019-T	6840	114	3.21	area	yes	foram	Globorotalia_fohsella	yes	sediment core	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Langhian	Serravallian	HuntDB	1993	AR	-0.498667	158.5115	yes
planktic	marine	49	393	49_a	Hodell_and_Vayavananda_1993_Fohsella_aspectratio	"Globorotalia fohsella, aspect ratio, DSDP site 289"	"Hodell, D. A., and A. Vayavananda. 1993. Middle Miocene paleoceanography of the western equatorial Pacific (DSDP site 289) and the evolution of Globorotalia (Fohsella). Marine Micropaleontology 22:279-310."	https://doi.org/10.1016/0377-8398(93)90019-T	6660	111	3.21	ratio	no	foram	Globorotalia_fohsella	yes	sediment core	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Langhian	Serravallian	HuntDB	1993	AR	-0.498667	158.511501	yes
planktic	marine	49	392	49_a	Hodell_and_Vayavananda_1993_Fohsella_length	"Globorotalia fohsella, body length, DSDP site 289"	"Hodell, D. A., and A. Vayavananda. 1993. Middle Miocene paleoceanography of the western equatorial Pacific (DSDP site 289) and the evolution of Globorotalia (Fohsella). Marine Micropaleontology 22:279-310."	https://doi.org/10.1016/0377-8398(93)90019-T	6840	114	3.21	linear	yes	foram	Globorotalia_fohsella	yes	sediment core	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Langhian	Serravallian	HuntDB	1993	AR	-0.498667	158.511501	yes
planktic	marine	49	391	49_a	Hodell_and_Vayavananda_1993_Fohsella_width	"Globorotalia fohsella, body width, DSDP site 289"	"Hodell, D. A., and A. Vayavananda. 1993. Middle Miocene paleoceanography of the western equatorial Pacific (DSDP site 289) and the evolution of Globorotalia (Fohsella). Marine Micropaleontology 22:279-310."	https://doi.org/10.1016/0377-8398(93)90019-T	6840	114	3.21	linear	yes	foram	Globorotalia_fohsella	yes	sediment core	NA	unknown	marine	Neogene	Neogene	Miocene	Miocene	Langhian	Serravallian	HuntDB	1993	AR	-0.498667	158.511501	yes
planktic	marine	5	390	5_a	Bornemann_and_Mutterlose_2006_Biscutum_RTratio	"Biscutum constans, Ratio of central R-unit length to total length (RTratio)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	ratio	no	coccolith	Biscutum_constans	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
planktic	marine	5	389	5_b	Bornemann_and_Mutterlose_2006_Watznaueria_lT	"Watznaueria barnesiae, total coccolith length, um (lT)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	linear	no	coccolith	Watznaueria_barnesiae	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
planktic	marine	5	388	5_a	Bornemann_and_Mutterlose_2006_Biscutum_eP	"Biscutum constans, ellipticity of placolith (eP)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	ratio	no	coccolith	Biscutum_constans	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
planktic	marine	5	387	5_a	Bornemann_and_Mutterlose_2006_Biscutum_eR	"Biscutum constans, ellipticity of central R-unit (eR)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	ratio	no	coccolith	Biscutum_constans	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
planktic	marine	5	386	5_a	Bornemann_and_Mutterlose_2006_Biscutum_lR	"Biscutum constans, length of central R-unit, um (lR)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	linear	no	coccolith	Biscutum_constans	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
planktic	marine	5	385	5_a	Bornemann_and_Mutterlose_2006_Biscutum_lT	"Biscutum constans, total coccolith length, um (lT)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	linear	no	coccolith	Biscutum_constans	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
planktic	marine	5	384	5_b	Bornemann_and_Mutterlose_2006_Watznaueria_RTratio	"Watznaueria barnesiae, Ratio of central R-unit length to total length (RTratio)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	ratio	no	coccolith	Watznaueria_barnesiae	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
planktic	marine	5	383	5_b	Bornemann_and_Mutterlose_2006_Watznaueria_eP	"Watznaueria barnesiae, ellipticity of placolith (eP)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	ratio	no	coccolith	Watznaueria_barnesiae	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
planktic	marine	5	382	5_b	Bornemann_and_Mutterlose_2006_Watznaueria_eR	"Watznaueria barnesiae, ellipticity of central R-unit (eR)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	ratio	no	coccolith	Watznaueria_barnesiae	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
planktic	marine	5	381	5_b	Bornemann_and_Mutterlose_2006_Watznaueria_lR	"Watznaueria barnesiae, length of central R-unit, um (lR)"	"Bornemann, A., and J. Mutterlose. 2006. Size analyses of the coccolith species Biscutum constans and Watznaueria barnesiae from the Late Albian ""Niveau Breistroffer"" (SE France): taxonomic and palaeoecological implications. Geobios 39:599-615."	https://doi.org/10.1016/j.geobios.2005.05.005	3000	50	0.159	linear	no	coccolith	Watznaueria_barnesiae	yes	geological fieldwork	NA	shale	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Albian	Albian	unknown	2006	unknown	44.40343602	5.525485085	yes
benthic	marine	50	380	50_a	Drooger_and_DeKlerk_1985_OR1_E	"Orbitoides sp., numer of epi-auxillary chambers, Aubeterre main section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	763	35	1.11	count	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.2693434	0.170627998	yes
benthic	marine	50	379	50_b	Drooger_and_DeKlerk_1985_OR2_T	"Orbitoides sp., average thickness of emryonic walls, Gendarmerie section."	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	292	11	0.2	linear	no	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.26709408	0.169410797	yes
benthic	marine	50	378	50_d	Drooger_and_DeKlerk_1985_OR3_LP	"Orbitoides sp., height + width of the embryon, Champ de Foire section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	433	17	0.0357	linear	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.27213546	0.16930368	yes
benthic	marine	50	377	50_d	Drooger_and_DeKlerk_1985_OR3_P	"Orbitoides sp., total number of peri-embryonic chambers, Champ de Foire section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	357	17	0.0357	count	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.27213546	0.16930368	yes
benthic	marine	50	376	50_d	Drooger_and_DeKlerk_1985_OR3_T	"Orbitoides sp., average thickness of emryonic walls, Champ de Foire section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	433	17	0.0357	linear	no	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.27213546	0.16930368	yes
benthic	marine	50	375	50_c	Drooger_and_DeKlerk_1985_OR4_E	"Orbitoides sp., number of epi-auxillary chambers, Meschers section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	390	19	0.28	count	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.55758652	-0.962615029	yes
benthic	marine	50	374	50_c	Drooger_and_DeKlerk_1985_OR4_LD	"Orbitoides sp., width/height of embryon, Meshers section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	478	19	0.28	ratio	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.55758652	-0.962615029	yes
benthic	marine	50	373	50_c	Drooger_and_DeKlerk_1985_OR4_LP	"Orbitoides sp., height + width of the embryon, Meschers section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	478	19	0.28	linear	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.55758652	-0.962615029	yes
benthic	marine	50	372	50_c	Drooger_and_DeKlerk_1985_OR4_P	"Orbitoides sp., total number of peri-embryonic chambers, Meschers section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	390	19	0.28	count	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.55758652	-0.962615029	yes
benthic	marine	50	371	50_c	Drooger_and_DeKlerk_1985_OR4_T	"Orbitoides sp., average thickness of emryonic walls, Meschers section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	478	19	0.28	linear	no	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.55758652	-0.962615029	yes
benthic	marine	50	370	50_a	Drooger_and_DeKlerk_1985_OR1_LD	"Orbitoides sp., width/height of embryon, Aubeterre main section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	1022	35	1.11	ratio	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.2693434	0.170627998	yes
benthic	marine	50	369	50_a	Drooger_and_DeKlerk_1985_OR1_LP	"Orbitoides sp., height + width of the embryon, Aubeterre main section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	1022	35	1.11	linear	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.2693434	0.170627998	yes
benthic	marine	50	368	50_a	Drooger_and_DeKlerk_1985_OR1_P	"Orbitoides sp., total number of peri-embryonic chambers, Aubeterre main section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	763	35	1.11	count	yes	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.2693434	0.170627998	yes
benthic	marine	50	367	50_a	Drooger_and_DeKlerk_1985_OR1_T	"Orbitoides sp., average thickness of emryonic walls, Aubeterre main section. "	"Drooger, C. W., and J. C. de Klerk. 1985. The puncuation in the evolution of Orbitoides in the Campanian of south-west France. Utrecht Micropaleontological Bulletins 33:143 p."	https://dspace.library.uu.nl/handle/1874/205892	1022	35	1.11	linear	no	foram	Orbitoides_sp	yes	geological fieldwork	NA	carbonate	marine	Cretaceous	Cretaceous	Upper-Cretaceous	Upper-Cretaceous	Campanian	Campanian	HuntDB	1985	AR	45.2693434	0.170627998	yes
